BOCES Code,Admin Unit,School Code,Fund Code,Location Code,SRE Code,Program Code,Obj/Srce Code,Job Class Code,Grant Code,Amount
9035,64203,0000,10,615,00,2213,0533,000,3150,7048
9035,64203,0000,10,616,00,2830,0533,000,0000,7888
9035,64203,0000,10,652,00,2210,0533,000,3204,0
9035,64203,0000,10,652,31,2210,0533,000,3204,720
9035,64203,0000,10,652,32,2210,0533,000,3204,240
9035,64203,0000,10,652,33,2210,0533,000,3204,432
9035,64203,0000,10,685,00,2210,0533,000,0000,48
9035,64203,0000,10,687,00,2300,0533,000,0000,18832
9035,64203,0000,10,705,00,2113,0533,000,4011,4179
9035,64203,0000,10,705,00,2210,0533,000,4011,13277
9035,64203,0000,10,705,00,2800,0533,000,4011,59200
9035,64203,0000,10,730,00,2110,0533,000,5196,0
9035,64203,0000,10,731,00,2113,0533,000,0000,94
9035,64203,0000,10,218,00,2840,0534,000,0000,794040
9035,64203,0000,10,705,00,2113,0534,000,4011,248247
9035,64203,0000,10,705,00,2210,0534,000,4011,46765
9035,64203,0000,10,705,00,2800,0534,000,4011,44799
9035,64203,0000,10,705,00,3300,0534,000,4011,89598
9035,64203,0000,10,730,00,2113,0534,000,5196,30000
9035,64203,0000,10,101,00,2300,0540,000,0000,32155
9035,64203,0000,10,504,00,2231,0540,000,3130,80209
9035,64203,0000,10,509,00,2100,0540,000,5126,6500
9035,64203,0000,10,101,00,2300,0550,000,0000,281214
9035,64203,0000,10,101,00,2600,0550,000,0000,79575
9035,64203,0000,10,172,00,2220,0550,000,0000,5010
9035,64203,0000,10,218,00,2840,0550,000,0000,8711
9035,64203,0000,10,504,00,2231,0550,000,3130,573929
9035,64203,0000,10,505,00,2231,0550,000,3130,250000
9035,64203,0000,10,509,00,2100,0550,000,5126,81538
9035,64203,0000,10,607,00,2210,0550,000,0000,189142
9035,64203,0000,10,615,00,2213,0550,000,3150,19280
9035,64203,0000,10,616,00,2830,0550,000,0000,322020
9035,64203,0000,10,652,00,2210,0550,000,3204,48325
9035,64203,0000,10,652,31,2210,0550,000,3204,32475
9035,64203,0000,10,705,00,2800,0550,000,4011,451013
9035,64203,0000,10,502,00,1700,0560,000,3130,2100000
9035,64203,0000,10,508,00,1799,0560,000,3130,1465407
9035,64203,0000,10,508,00,1799,0560,000,4027,0
9035,64203,0000,10,508,70,1799,0560,000,3130,5163613
9035,64203,0000,10,508,72,1799,0560,000,3130,4569010
9035,64203,0000,10,508,73,1799,0560,000,3130,19716560
9035,64203,0000,10,508,74,1799,0560,000,3130,15271391
9035,64203,0000,10,516,00,1791,0560,000,3130,11141165
9035,64203,0000,10,685,00,2210,0560,000,0000,66277200
9035,64203,0000,10,705,00,2120,0560,000,4011,37500
9035,64203,0000,10,508,72,1799,0569,000,3130,329187
9035,64203,0000,10,101,00,2300,0580,000,0000,169622
9035,64203,0000,10,145,30,2200,0580,000,4048,8234
9035,64203,0000,10,145,69,2200,0580,000,4048,124496
9035,64203,0000,10,145,71,2200,0580,000,4048,116100
9035,64203,0000,10,145,72,2200,0580,000,4048,84300
9035,64203,0000,10,145,73,2200,0580,000,4048,257676
9035,64203,0000,10,145,74,2200,0580,000,4048,46700
9035,64203,0000,10,145,75,2200,0580,000,4048,219293
9035,64203,0000,10,145,76,2200,0580,000,4048,15500
9035,64203,0000,10,145,77,2200,0580,000,4048,326066
9035,64203,0000,10,145,79,2200,0580,000,4048,129031
9035,64203,0000,10,145,88,2200,0580,000,4048,52800
9035,64203,0000,10,205,00,2840,0580,000,0000,131617
9035,64203,0000,10,218,00,2840,0580,000,0000,2600
9035,64203,0000,10,504,00,2231,0580,000,3130,197743
9035,64203,0000,10,504,00,2231,0580,000,4027,149000
9035,64203,0000,10,509,00,2100,0580,000,5126,382048
9035,64203,0000,10,510,00,2134,0580,000,0000,13500
9035,64203,0000,10,516,00,1791,0580,000,3130,19900
9035,64203,0000,10,518,00,1790,0580,000,3130,9200
9035,64203,0000,10,520,00,1770,0580,000,3130,100500
9035,64203,0000,10,521,00,2113,0580,000,3130,22400
9035,64203,0000,10,523,00,2161,0580,000,3130,33900
9035,64203,0000,10,535,68,1791,0580,000,3130,234000
9035,64203,0000,10,607,00,2210,0580,000,0000,143173
9035,64203,0000,10,615,00,2213,0580,000,3150,42791
9035,64203,0000,10,616,00,2830,0580,000,0000,34368
9035,64203,0000,10,625,00,2213,0580,000,3150,25423
9035,64203,0000,10,626,00,2213,0580,000,3228,34186
9035,64203,0000,10,644,00,2100,0580,000,5413,2930
9035,64203,0000,10,652,31,2210,0580,000,3204,55182
9035,64203,0000,10,652,33,2210,0580,000,3204,468900
9035,64203,0000,10,705,00,1500,0580,000,4011,2647826
9035,64203,0000,10,705,00,2113,0580,000,4011,508358
9035,64203,0000,10,705,00,2210,0580,000,4011,401110
9035,64203,0000,10,705,00,2800,0580,000,4011,1187862
9035,64203,0000,10,705,00,2890,0580,000,4011,1823749
9035,64203,0000,10,705,00,3300,0580,000,4011,382690
9035,64203,0000,10,705,00,3350,0580,000,4011,13400
9035,64203,0000,10,715,00,2800,0580,000,4010,1300
9035,64203,0000,10,730,00,2113,0580,000,5196,334258
9035,64203,0000,10,731,00,2113,0580,000,0000,540717
9035,64203,0000,10,101,00,2300,0583,000,0000,143524
9035,64203,0000,10,125,00,2300,0583,000,0000,0
9035,64203,0000,10,145,30,2200,0583,000,4048,4090
9035,64203,0000,10,172,00,2220,0583,000,0000,15972
9035,64203,0000,10,205,00,2840,0583,000,0000,176178
9035,64203,0000,10,218,00,2840,0583,000,0000,116502
9035,64203,0000,10,230,00,2840,0583,000,0000,139514
9035,64203,0000,10,238,00,2225,0583,000,0000,27625
9035,64203,0000,10,502,00,1700,0583,000,3130,171095
9035,64203,0000,10,504,00,2231,0583,000,3130,783407
9035,64203,0000,10,505,00,1720,0583,000,3130,354088
9035,64203,0000,10,505,00,1730,0583,000,3130,563254
9035,64203,0000,10,505,00,2231,0583,000,3130,257334
9035,64203,0000,10,509,00,2100,0583,000,5126,1452594
9035,64203,0000,10,510,00,2134,0583,000,0000,110867
9035,64203,0000,10,516,00,1791,0583,000,3130,713195
9035,64203,0000,10,516,00,2100,0583,000,3130,209868
9035,64203,0000,10,518,00,1790,0583,000,3130,1344
9035,64203,0000,10,520,00,1770,0583,000,3130,1610512
9035,64203,0000,10,521,00,2113,0583,000,3130,969718
9035,64203,0000,10,522,00,2140,0583,000,3130,1356744
9035,64203,0000,10,523,00,2161,0583,000,3130,1042801
9035,64203,0000,10,524,00,2150,0583,000,3130,204157
9035,64203,0000,10,525,00,2194,0583,000,3130,400785
9035,64203,0000,10,607,00,2210,0583,000,0000,229018
9035,64203,0000,10,615,00,2213,0583,000,3150,130509
9035,64203,0000,10,616,00,2830,0583,000,0000,827471
9035,64203,0000,10,625,00,2213,0583,000,3150,22176
9035,64203,0000,10,626,00,2213,0583,000,3228,17868
9035,64203,0000,10,643,00,2210,0583,000,0000,7661
9035,64203,0000,10,644,00,0500,0583,000,5413,12415
9035,64203,0000,10,648,00,2210,0583,000,0000,133452
9035,64203,0000,10,652,00,2210,0583,000,3204,0
9035,64203,0000,10,652,31,2210,0583,000,3204,58238
9035,64203,0000,10,652,32,2210,0583,000,3204,79152
9035,64203,0000,10,652,33,2210,0583,000,3204,115260
9035,64203,0000,10,685,00,2210,0583,000,0000,52503
9035,64203,0000,10,687,00,2300,0583,000,0000,40405
9035,64203,0000,10,705,00,2113,0583,000,4011,1542209
9035,64203,0000,10,705,00,2210,0583,000,4011,501717
9035,64203,0000,10,705,00,2800,0583,000,4011,971682
9035,64203,0000,10,705,00,3300,0583,000,4011,304262
9035,64203,0000,10,705,00,0500,0583,000,4011,4674
9035,64203,0000,10,715,00,2800,0583,000,4010,47508
9035,64203,0000,10,722,00,2800,0583,000,4367,10284
9035,64203,0000,10,725,00,2210,0583,000,4365,0
9035,64203,0000,10,730,00,2113,0583,000,5196,20000
9035,64203,0000,10,731,00,2113,0583,000,0000,20112
9035,64203,0000,10,504,00,2231,0591,000,4027,151546
9035,64203,0000,10,508,73,1799,0591,000,3130,4140100
9035,64203,0000,10,508,74,1799,0591,000,3130,2725700
9035,64203,0000,10,520,73,1770,0591,000,3130,3892400
9035,64203,0000,10,526,79,2100,0591,000,3130,9968000
9035,64203,0000,10,646,00,2660,0591,000,7738,539598
9035,64203,0000,10,647,00,2100,0591,000,3224,145000
9035,64203,0000,10,649,00,2210,0591,000,5184,0
9035,64203,0000,10,649,00,2510,0591,000,5184,0
9035,64203,0000,10,652,31,2210,0591,000,3204,950000
9035,64203,0000,10,652,32,2210,0591,000,3204,600000
9035,64203,0000,10,652,33,2210,0591,000,3204,900000
9035,64203,0000,10,686,00,2510,0591,000,3183,500000
9035,64203,0000,10,705,68,2100,0591,001,4011,409819
9035,64203,0000,10,705,70,2100,0591,001,4011,1873305
9035,64203,0000,10,705,71,2100,0591,001,4011,0
9035,64203,0000,10,705,73,2100,0591,001,4011,539440
9035,64203,0000,10,705,80,2100,0591,001,4011,2932121
9035,64203,0000,10,705,82,2100,0591,001,4011,624744
9035,64203,0000,10,705,84,2100,0591,001,4011,17351443
9035,64203,0000,10,705,85,2100,0591,001,4011,5381600
9035,64203,0000,10,705,86,2100,0591,001,4011,2221895
9035,64203,0000,10,705,87,2100,0591,001,4011,4796229
9035,64203,0000,10,705,68,2100,0591,002,4011,183881
9035,64203,0000,10,705,70,2100,0591,002,4011,742114
9035,64203,0000,10,705,71,2100,0591,002,4011,0
9035,64203,0000,10,705,73,2100,0591,002,4011,97310
9035,64203,0000,10,705,80,2100,0591,002,4011,1250974
9035,64203,0000,10,705,82,2100,0591,002,4011,123481
9035,64203,0000,10,705,84,2100,0591,002,4011,5820676
9035,64203,0000,10,705,85,2100,0591,002,4011,1835428
9035,64203,0000,10,705,86,2100,0591,002,4011,1023721
9035,64203,0000,10,705,87,2100,0591,002,4011,2076308
9035,64203,0000,10,705,84,2100,0591,003,4011,122657
9035,64203,0000,10,705,86,2100,0591,003,4011,0
9035,64203,0000,10,705,70,2100,0591,005,4011,96938
9035,64203,0000,10,705,73,2100,0591,005,4011,18000
9035,64203,0000,10,705,80,2100,0591,005,4011,57603
9035,64203,0000,10,705,82,2100,0591,005,4011,179406
9035,64203,0000,10,705,84,2100,0591,005,4011,229399
9035,64203,0000,10,705,85,2100,0591,005,4011,188328
9035,64203,0000,10,705,86,2100,0591,005,4011,0
9035,64203,0000,10,705,73,2100,0591,006,4011,70312
9035,64203,0000,10,705,80,2100,0591,006,4011,22072
9035,64203,0000,10,705,82,2100,0591,006,4011,37221
9035,64203,0000,10,705,84,2100,0591,006,4011,1946262
9035,64203,0000,10,705,85,2100,0591,006,4011,9447
9035,64203,0000,10,705,86,2100,0591,006,4011,0
9035,64203,0000,10,705,84,2100,0591,007,4011,370400
9035,64203,0000,10,705,85,2100,0591,007,4011,9874
9035,64203,0000,10,705,82,2100,0591,008,4011,126500
9035,64203,0000,10,705,73,2210,0591,005,4011,80847
9035,64203,0000,10,705,80,2210,0591,005,4011,0
9035,64203,0000,10,705,87,2210,0591,005,4011,0
9035,64203,0000,10,705,80,0500,0591,001,4011,470102
9035,64203,0000,10,705,84,0500,0591,001,4011,468500
9035,64203,0000,10,705,85,0500,0591,001,4011,628891
9035,64203,0000,10,705,87,0500,0591,001,4011,5023720
9035,64203,0000,10,705,80,0500,0591,002,4011,88609
9035,64203,0000,10,705,84,0500,0591,002,4011,92512
9035,64203,0000,10,705,85,0500,0591,002,4011,127514
9035,64203,0000,10,705,87,0500,0591,002,4011,1001634
9035,64203,0000,10,705,85,0500,0591,003,4011,87600
9035,64203,0000,10,705,80,0500,0591,005,4011,0
9035,64203,0000,10,705,80,0500,0591,006,4011,7900
9035,64203,0000,10,705,84,0500,0591,006,4011,357751
9035,64203,0000,10,705,85,0500,0591,006,4011,43437
9035,64203,0000,10,705,86,0500,0591,006,4011,65295
9035,64203,0000,10,705,87,0500,0591,006,4011,113280
9035,64203,0000,10,705,80,0500,0591,008,4011,30216
9035,64203,0000,10,705,85,0500,0591,008,4011,203581
9035,64203,0000,10,715,70,2210,0591,001,4010,3073700
9035,64203,0000,10,715,75,2210,0591,001,4010,452300
9035,64203,0000,10,715,70,2210,0591,002,4010,912269
9035,64203,0000,10,715,75,2210,0591,002,4010,43900
9035,64203,0000,10,715,77,2210,0591,006,4010,0
9035,64203,0000,10,715,75,3300,0591,001,4010,142300
9035,64203,0000,10,715,75,3300,0591,002,4010,7500
9035,64203,0000,10,715,69,3300,0591,006,9202,10000
9035,64203,0000,10,715,75,3300,0591,006,9202,10000
9035,64203,0000,10,715,76,3300,0591,006,9202,10000
9035,64203,0000,10,715,77,3300,0591,006,4010,0
9035,64203,0000,10,715,69,0500,0591,001,4010,921400
9035,64203,0000,10,715,70,0500,0591,001,4010,19868300
9035,64203,0000,10,715,73,0500,0591,001,4010,0
9035,64203,0000,10,715,75,0500,0591,001,4010,717500
9035,64203,0000,10,715,76,0500,0591,001,4010,1537200
9035,64203,0000,10,715,77,0500,0591,001,4010,5046159
9035,64203,0000,10,715,79,0500,0591,001,4010,14052422
9035,64203,0000,10,715,88,0500,0591,001,4010,7709706
9035,64203,0000,10,715,95,0500,0591,001,4010,2392000
9035,64203,0000,10,715,70,0500,0591,002,4010,323300
9035,64203,0000,10,715,73,0500,0591,002,4010,0
9035,64203,0000,10,715,75,0500,0591,002,4010,0
9035,64203,0000,10,715,76,0500,0591,002,4010,26500
9035,64203,0000,10,715,77,0500,0591,002,4010,2111912
9035,64203,0000,10,715,79,0500,0591,002,4010,4075488
9035,64203,0000,10,715,88,0500,0591,002,4010,610110
9035,64203,0000,10,715,73,0500,0591,006,4010,0
9035,64203,0000,10,715,77,0500,0591,006,4010,366507
9035,64203,0000,10,715,77,0500,0591,007,4010,948578
9035,64203,0000,10,715,73,0500,0591,958,4010,0
9035,64203,0000,10,715,95,0500,0591,958,4010,7232167
9035,64203,0000,10,722,73,2200,0591,001,4367,1916720
9035,64203,0000,10,722,69,2210,0591,001,4367,50000
9035,64203,0000,10,722,70,2210,0591,001,4367,364000
9035,64203,0000,10,722,75,2210,0591,001,4367,347600
9035,64203,0000,10,722,76,2210,0591,001,4367,523200
9035,64203,0000,10,722,77,2210,0591,001,4367,400524
9035,64203,0000,10,722,79,2210,0591,001,4367,3105669
9035,64203,0000,10,722,88,2210,0591,001,4367,1038856
9035,64203,0000,10,722,70,2210,0591,002,4367,72072
9035,64203,0000,10,722,79,2210,0591,002,4367,888221
9035,64203,0000,10,722,88,2210,0591,002,4367,164801
9035,64203,0000,10,722,70,2210,0591,003,4367,4835669
9035,64203,0000,10,722,88,2210,0591,003,4367,326000
9035,64203,0000,10,722,69,2210,0591,005,4367,597200
9035,64203,0000,10,722,77,2210,0591,006,4367,164410
9035,64203,0000,10,725,71,2100,0591,001,4365,0
9035,64203,0000,10,725,74,2100,0591,001,4365,64426
9035,64203,0000,10,725,71,2100,0591,002,4365,0
9035,64203,0000,10,725,74,2100,0591,002,4365,10545
9035,64203,0000,10,725,74,2100,0591,003,4365,20000
9035,64203,0000,10,725,69,2100,0591,006,4365,6200
9035,64203,0000,10,725,73,2100,0591,006,4365,226380
9035,64203,0000,10,725,74,2100,0591,006,4365,173625
9035,64203,0000,10,725,75,2100,0591,006,4365,9400
9035,64203,0000,10,725,76,2100,0591,006,4365,16100
9035,64203,0000,10,725,71,2210,0591,001,4365,548524
9035,64203,0000,10,725,74,2210,0591,001,4365,100000
9035,64203,0000,10,725,71,2210,0591,002,4365,122876
9035,64203,0000,10,725,74,2210,0591,002,4365,19441
9035,64203,0000,10,725,73,2210,0591,005,4365,0
9035,64203,0000,10,725,68,0500,0591,001,4365,268922
9035,64203,0000,10,725,70,0500,0591,001,4365,1464075
9035,64203,0000,10,725,78,0500,0591,001,4365,580456
9035,64203,0000,10,725,79,0500,0591,001,4365,1039634
9035,64203,0000,10,725,83,0500,0591,001,4365,291924
9035,64203,0000,10,725,88,0500,0591,001,4365,483200
9035,64203,0000,10,725,68,0500,0591,002,4365,112576
9035,64203,0000,10,725,70,0500,0591,002,4365,491900
9035,64203,0000,10,725,78,0500,0591,002,4365,348044
9035,64203,0000,10,725,83,0500,0591,002,4365,57276
9035,64203,0000,10,725,88,0500,0591,002,4365,0
9035,64203,0000,10,725,74,0500,0591,005,4365,121185
9035,64203,0000,10,725,73,0500,0591,006,4365,0
9035,64203,0000,10,725,74,0500,0591,006,4365,152446
9035,64203,0000,10,725,79,0500,0591,006,4365,0
9035,64203,0000,10,733,88,0500,0591,001,7365,280400
9035,64203,0000,10,733,88,0500,0591,002,7365,0
9035,64203,0000,10,508,00,1799,0592,000,3130,3250
9035,64203,0000,10,705,25,2100,0592,001,4011,2510000
9035,64203,0000,10,705,40,2100,0592,001,4011,2844400
9035,64203,0000,10,705,25,2100,0592,002,4011,1257446
9035,64203,0000,10,705,40,2100,0592,002,4011,1292451
9035,64203,0000,10,705,25,2100,0592,003,4011,32750
9035,64203,0000,10,705,25,2100,0592,005,4011,1237072
9035,64203,0000,10,705,40,2100,0592,005,4011,910041
9035,64203,0000,10,705,25,2100,0592,006,4011,462732
9035,64203,0000,10,705,40,2100,0592,006,4011,40258
9035,64203,0000,10,705,40,0500,0592,001,4011,557865
9035,64203,0000,10,705,40,0500,0592,002,4011,109028
9035,64203,0000,10,705,40,0500,0592,006,4011,164428
9035,64203,0000,10,646,00,2660,0599,000,0000,0
9035,64203,0000,10,646,00,2660,0599,000,7738,2086800
9035,64203,0000,10,101,00,2300,0610,000,0000,892033
9035,64203,0000,10,101,00,2600,0610,000,0000,54356
9035,64203,0000,10,121,00,2600,0610,000,0000,0
9035,64203,0000,10,145,69,2200,0610,000,4048,61859
9035,64203,0000,10,145,73,2200,0610,000,4048,144442
9035,64203,0000,10,145,75,2200,0610,000,4048,16892
9035,64203,0000,10,145,76,2200,0610,000,4048,225037
9035,64203,0000,10,145,77,2200,0610,000,4048,175637
9035,64203,0000,10,145,88,2200,0610,000,4048,223071
9035,64203,0000,10,172,00,2220,0610,000,0000,453
9035,64203,0000,10,205,00,2840,0610,000,0000,9024
9035,64203,0000,10,218,00,2840,0610,000,0000,91676
9035,64203,0000,10,238,00,2225,0610,000,0000,12632
9035,64203,0000,10,504,00,2231,0610,000,3130,189462
9035,64203,0000,10,504,00,2231,0610,000,5126,1900
9035,64203,0000,10,505,00,2231,0610,000,3130,948
9035,64203,0000,10,509,00,2100,0610,000,5126,455008
9035,64203,0000,10,510,00,2134,0610,000,0000,7200
9035,64203,0000,10,516,00,1791,0610,000,3130,24517
9035,64203,0000,10,518,00,1790,0610,000,3130,48973
9035,64203,0000,10,520,00,1770,0610,000,3130,18571
9035,64203,0000,10,522,00,2140,0610,000,3130,11785
9035,64203,0000,10,523,00,2161,0610,000,3130,246309
9035,64203,0000,10,524,00,2150,0610,000,3130,13323
9035,64203,0000,10,525,00,2194,0610,000,3130,50928
9035,64203,0000,10,607,00,2210,0610,000,0000,140410
9035,64203,0000,10,613,00,2213,0610,000,0000,54000
9035,64203,0000,10,615,00,2213,0610,000,3150,14347
9035,64203,0000,10,616,00,2830,0610,000,0000,67618
9035,64203,0000,10,626,00,2213,0610,000,3228,1300
9035,64203,0000,10,644,00,0500,0610,000,5413,1140973
9035,64203,0000,10,644,00,2100,0610,000,5413,301180
9035,64203,0000,10,652,00,2210,0610,000,3204,0
9035,64203,0000,10,652,31,2210,0610,000,3204,52150
9035,64203,0000,10,652,32,2210,0610,000,3204,20006
9035,64203,0000,10,652,33,2210,0610,000,3204,97591
9035,64203,0000,10,685,00,2210,0610,000,0000,28524
9035,64203,0000,10,687,00,2300,0610,000,0000,245416
9035,64203,0000,10,705,00,0051,0610,000,4011,10450
9035,64203,0000,10,705,00,0500,0610,000,4011,9000
9035,64203,0000,10,705,05,0500,0610,000,4011,131077
9035,64203,0000,10,705,00,2100,0610,000,4011,-300000
9035,64203,0000,10,705,05,2100,0610,000,4011,1038678
9035,64203,0000,10,705,00,2113,0610,000,4011,5110201
9035,64203,0000,10,705,00,2120,0610,000,4011,452788
9035,64203,0000,10,705,00,2210,0610,000,4011,724545
9035,64203,0000,10,705,05,2210,0610,000,4011,0
9035,64203,0000,10,705,00,2800,0610,000,4011,1149858
9035,64203,0000,10,705,00,3300,0610,000,4011,808113
9035,64203,0000,10,705,00,3350,0610,000,4011,3632
9035,64203,0000,10,730,00,2113,0610,000,5196,70167
9035,64203,0000,10,731,00,2113,0610,000,0000,573581
9035,64203,0000,10,770,00,2300,0610,000,0000,7322
9035,64203,0000,10,504,00,2231,0611,000,3130,969
9035,64203,0000,10,520,00,1770,0611,000,3130,26254
9035,64203,0000,10,521,00,2113,0611,000,3130,9000
9035,64203,0000,10,522,00,2140,0611,000,3130,91678
9035,64203,0000,10,523,00,2161,0611,000,3130,19345
9035,64203,0000,10,626,00,2213,0611,000,3228,413558
9035,64203,0000,10,101,00,2600,0613,000,0000,204419
9035,64203,0000,10,705,00,3350,0617,000,4011,167958
9035,64203,0000,10,101,00,2600,0620,000,0000,4212464
9035,64203,0000,10,172,00,2220,0620,000,0000,164364
9035,64203,0000,10,517,00,2194,0620,000,3130,0
9035,64203,0000,10,101,00,2300,0640,000,0000,70180
9035,64203,0000,10,145,69,2200,0640,000,4048,792599
9035,64203,0000,10,145,71,2200,0640,000,4048,975781
9035,64203,0000,10,145,72,2200,0640,000,4048,1265763
9035,64203,0000,10,145,73,2200,0640,000,4048,584237
9035,64203,0000,10,145,74,2200,0640,000,4048,708099
9035,64203,0000,10,145,75,2200,0640,000,4048,809129
9035,64203,0000,10,145,76,2200,0640,000,4048,514902
9035,64203,0000,10,145,77,2200,0640,000,4048,310883
9035,64203,0000,10,145,79,2200,0640,000,4048,853862
9035,64203,0000,10,145,88,2200,0640,000,4048,468771
9035,64203,0000,10,504,00,2231,0640,000,3130,8159
9035,64203,0000,10,615,00,2213,0640,000,3150,59049
9035,64203,0000,10,616,00,2830,0640,000,0000,149835
9035,64203,0000,10,652,00,2210,0640,000,3204,0
9035,64203,0000,10,652,31,2210,0640,000,3204,364956
9035,64203,0000,10,652,32,2210,0640,000,3204,224400
9035,64203,0000,10,652,33,2210,0640,000,3204,2179048
9035,64203,0000,10,687,00,2300,0640,000,0000,5143
9035,64203,0000,10,705,00,0051,0640,000,4011,40490
9035,64203,0000,10,705,00,0500,0640,000,4011,37538
9035,64203,0000,10,705,05,0500,0640,000,4011,8418
9035,64203,0000,10,705,05,2100,0640,000,4011,139996
9035,64203,0000,10,705,00,2113,0640,000,4011,2398
9035,64203,0000,10,705,00,2210,0640,000,4011,2985
9035,64203,0000,10,705,00,2800,0640,000,4011,131714
9035,64203,0000,10,705,00,3300,0640,000,4011,23329
9035,64203,0000,10,730,00,2113,0640,000,5196,1712
9035,64203,0000,10,509,00,2100,0650,000,5126,7500
9035,64203,0000,10,705,00,2113,0650,000,4011,86101
9035,64203,0000,10,705,00,2800,0650,000,4011,777041
9035,64203,0000,10,705,00,3300,0650,000,4011,29136
9035,64203,0000,10,206,00,2840,0651,000,0000,2135920
9035,64203,0000,10,218,00,2840,0651,000,0000,109379
9035,64203,0000,10,238,00,2225,0651,000,0000,17265
9035,64203,0000,10,239,00,2225,0651,000,0000,397295
9035,64203,0000,10,504,00,2231,0651,000,4027,280000
9035,64203,0000,10,516,00,1791,0651,000,3130,3980
9035,64203,0000,10,607,00,2210,0651,000,0000,13970
9035,64203,0000,10,218,00,2840,0652,000,0000,233072
9035,64203,0000,10,238,00,2225,0652,000,0000,209427
9035,64203,0000,10,616,00,2830,0652,000,0000,250000
9035,64203,0000,10,687,00,2300,0652,000,0000,-78936
9035,64203,0000,10,238,00,2225,0655,000,0000,112338
9035,64203,0000,10,239,00,2225,0655,000,0000,576000
9035,64203,0000,10,705,00,2113,0690,000,4011,3865509
9035,64203,0000,10,504,00,2231,0730,000,3130,28397
9035,64203,0000,10,518,00,1790,0730,000,3130,14526
9035,64203,0000,10,524,00,2150,0730,000,3130,112489
9035,64203,0000,10,615,00,2213,0730,000,3150,11999
9035,64203,0000,10,101,00,2300,0733,000,0000,140992
9035,64203,0000,10,687,00,2300,0733,000,0000,138830
9035,64203,0000,10,101,00,2300,0734,000,0000,70395
9035,64203,0000,10,206,00,2840,0734,000,0000,150000
9035,64203,0000,10,218,00,2840,0734,000,0000,629967
9035,64203,0000,10,239,00,2225,0734,000,0000,0
9035,64203,0000,10,508,00,1799,0734,000,3130,14799
9035,64203,0000,10,607,00,2210,0734,000,0000,152497
9035,64203,0000,10,616,00,2830,0734,000,0000,9999
9035,64203,0000,10,687,00,2300,0734,000,0000,9398
9035,64203,0000,10,705,00,2113,0734,000,4011,885179
9035,64203,0000,10,705,00,2210,0734,000,4011,99
9035,64203,0000,10,705,00,2800,0734,000,4011,1119773
9035,64203,0000,10,101,00,2300,0735,000,0000,144797
9035,64203,0000,10,686,00,0030,0735,000,3183,160000
9035,64203,0000,10,687,00,2300,0735,000,0000,52866
9035,64203,0000,10,101,00,2300,0810,000,0000,441244
9035,64203,0000,10,218,00,2840,0810,000,0000,9900
9035,64203,0000,10,504,00,2231,0810,000,3130,56500
9035,64203,0000,10,509,00,2100,0810,000,5126,12500
9035,64203,0000,10,510,00,2134,0810,000,0000,25300
9035,64203,0000,10,518,00,1790,0810,000,3130,9900
9035,64203,0000,10,607,00,2210,0810,000,0000,68000
9035,64203,0000,10,705,00,2113,0810,000,4011,9
9035,64203,0000,10,705,00,2210,0810,000,4011,17500
9035,64203,0000,10,705,00,2800,0810,000,4011,81000
9035,64203,0000,10,705,00,3300,0810,000,4011,22537
9035,64203,0000,10,101,00,2300,0815,000,0000,4960
9035,64203,0000,10,502,00,2300,0868,000,3130,14291
9035,64203,0000,10,502,00,2600,0868,000,3130,104700
9035,64203,0000,10,504,00,2600,0868,000,3130,1278000
9035,64203,0000,10,505,00,2600,0868,000,3130,188300
9035,64203,0000,10,508,00,2600,0868,000,3130,2107800
9035,64203,0000,10,510,00,2600,0868,000,3130,0
9035,64203,0000,10,516,00,2600,0868,000,3130,1538000
9035,64203,0000,10,518,00,2600,0868,000,3130,946000
9035,64203,0000,10,520,00,2600,0868,000,3130,546400
9035,64203,0000,10,521,00,2600,0868,000,3130,62400
9035,64203,0000,10,522,00,2600,0868,000,3130,1236600
9035,64203,0000,10,523,00,2600,0868,000,3130,2348737
9035,64203,0000,10,524,00,2600,0868,000,3130,49000
9035,64203,0000,10,525,00,2600,0868,000,3130,21000
9035,64203,0000,10,535,68,2600,0868,000,3130,164400
9035,64203,0000,10,535,72,2600,0868,000,3130,426500
9035,64203,0000,10,535,78,2600,0868,000,3130,56700
9035,64203,0000,10,535,82,2600,0868,000,3130,176127
9035,64203,0000,10,535,87,2600,0868,000,3130,336500
9035,64203,0000,10,652,31,2300,0868,000,3204,993554
9035,64203,0000,10,652,32,2300,0868,000,3204,700000
9035,64203,0000,10,652,33,2300,0868,000,3204,990000
9035,64203,0000,10,145,00,2600,0869,000,4048,510543
9035,64203,0000,10,172,00,2600,0869,000,0000,51900
9035,64203,0000,10,205,00,2600,0869,000,0000,746500
9035,64203,0000,10,206,00,2600,0869,000,0000,1444400
9035,64203,0000,10,209,00,2600,0869,000,0000,32700
9035,64203,0000,10,230,00,2600,0869,000,0000,104700
9035,64203,0000,10,238,00,2600,0869,000,0000,163940
9035,64203,0000,10,504,00,2600,0869,000,4027,989101
9035,64203,0000,10,504,00,2600,0869,000,5126,70946
9035,64203,0000,10,505,00,2600,0869,000,4027,478856
9035,64203,0000,10,509,00,2600,0869,000,5126,1011648
9035,64203,0000,10,510,00,2600,0869,000,0000,145700
9035,64203,0000,10,516,00,2600,0869,000,4173,230994
9035,64203,0000,10,520,00,2600,0869,000,4027,2549253
